Species	Entrez.ID	Gene	Description	Evidence..PMID.	Tier	References	Function..PMID.
749	Homo sapiens	4173	MCM4	DNA replication licensing factor MCM4	HTS (30108179)	5	30108179	-
750	Homo sapiens	4175	MCM6	DNA replication licensing factor MCM6	HTS (30108179)	5	30108179	-
751	Homo sapiens	4200	ME2	NAD-dependent malic enzyme, mitochondrial	HTS (30108179)	5	30108179	-
752	Homo sapiens	219541	MED19	Mediator of RNA polymerase II transcription subunit 19	HTS (29742442)	5	29742442	-
753	Homo sapiens	56257	MEPCE	7SK snRNA methylphosphate capping enzyme	HTS (29742442)	5	29742442	-
754	Homo sapiens	10988	METAP2	Methionine aminopeptidase 2	HTS (30108179)	5	30108179	-
755	Homo sapiens	4236	MFAP1	Microfibrillar-associated protein 1	HTS (29742442)	5	29742442	-
756	Homo sapiens	84057	MND1	Meiotic nuclear division protein 1 homolog	HTS (29742442)	5	29742442	-
757	Homo sapiens	4332	MNDA	Myeloid cell nuclear differentiation antigen	HTS (30108179)	5	30108179	-
758	Homo sapiens	10933	MORF4L1	Mortality factor 4-like protein 1	HTS (30108179)	5	30108179	-
759	Homo sapiens	4350	MPG	DNA-3-methyladenine glycosylase	HTS (30108179)	5	30108179	-
760	Homo sapiens	10199	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	HTS (29742442)	5	29742442	-
761	Homo sapiens	6182	MRPL12	39S ribosomal protein L12, mitochondrial	HTS (30108179)	5	30108179	-
762	Homo sapiens	51081	MRPS7	28S ribosomal protein S7, mitochondrial	HTS (30108179)	5	30108179	-
763	Homo sapiens	51154	MRTO4	mRNA turnover protein 4 homolog	HTS (29742442)	5	29742442	-
764	Homo sapiens	931	MS4A1	B-lymphocyte antigen CD20	HTS (30108179)	5	30108179	-
765	Homo sapiens	4436	MSH2	DNA mismatch repair protein Msh2	HTS (30108179)	5	30108179	-
766	Homo sapiens	4437	MSH3	DNA mismatch repair protein Msh3	HTS (30108179)	5	30108179	-
767	Homo sapiens	2956	MSH6	DNA mismatch repair protein Msh6	HTS (30108179)	5	30108179	-
768	Homo sapiens	4478	MSN	Moesin	HTS (29742442)	5	29742442	-
769	Homo sapiens	9219	MTA2	Metastasis-associated protein MTA2	HTS (29742442)	5	29742442	-
770	Homo sapiens	92140	MTDH	Protein LYRIC	HTS (30108179)	5	30108179	-
771	Homo sapiens	4522	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	HTS (30108179)	5	30108179	-
772	Homo sapiens	25902	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	HTS (30108179)	5	30108179	-
773	Homo sapiens	10627	MYL12A	Myosin regulatory light chain 12A	HTS (30108179)	5	30108179	-
774	Homo sapiens	4641	MYO1C	Unconventional myosin-Ic	HTS (29742442)	5	29742442	-
775	Homo sapiens	4643	MYO1E	Unconventional myosin-Ie	HTS (30108179)	5	30108179	-
776	Homo sapiens	4644	MYO5A	Unconventional myosin-Va	HTS (30108179)	5	30108179	-
777	Homo sapiens	4650	MYO9B	Unconventional myosin-IXb	HTS (30108179)	5	30108179	-
778	Homo sapiens	80018	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	HTS (30108179)	5	30108179	-
779	Homo sapiens	4666	NACA	Nascent polypeptide-associated complex subunit alpha	HTS (29742442)	5	29742442	-
780	Homo sapiens	4673	NAP1L1	Nucleosome assembly protein 1-like 1	HTS (30108179)	5	30108179	-
781	Homo sapiens	4676	NAP1L4	Nucleosome assembly protein 1-like 4	HTS (30108179)	5	30108179	-
782	Homo sapiens	4677	NARS1	Asparagine--tRNA ligase, cytoplasmic	HTS (30108179)	5	30108179	-
783	Homo sapiens	9918	NCAPD2	Condensin complex subunit 1	HTS (30108179)	5	30108179	-
784	Homo sapiens	64151	NCAPG	Condensin complex subunit 3	HTS (30108179)	5	30108179	-
785	Homo sapiens	23397	NCAPH	Condensin complex subunit 2	HTS (30108179)	5	30108179	-
786	Homo sapiens	4686	NCBP1	Nuclear cap-binding protein subunit 1	HTS (29742442)	5	29742442	-
787	Homo sapiens	653361	NCF1	Neutrophil cytosol factor 1	HTS (30108179)	5	30108179	-
788	Homo sapiens	4688	NCF2	Neutrophil cytosol factor 2	HTS (30108179)	5	30108179	-
789	Homo sapiens	3071	NCKAP1L	Nck-associated protein 1-like	HTS (30108179)	5	30108179	-
790	Homo sapiens	4704	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	HTS (30108179)	5	30108179	-
791	Homo sapiens	4719	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	HTS (30108179)	5	30108179	-
792	Homo sapiens	4720	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	HTS (30108179)	5	30108179	-
793	Homo sapiens	4790	NFKB1	Nuclear factor NF-kappa-B p105 subunit	HTS (30108179)	5	30108179	-
794	Homo sapiens	4791	NFKB2	Nuclear factor NF-kappa-B p100 subunit	HTS (30108179)	5	30108179	-
795	Homo sapiens	25983	NGDN	Neuroguidin	HTS (29742442)	5	29742442	-
796	Homo sapiens	55651	NHP2	H/ACA ribonucleoprotein complex subunit 2	HTS (29742442)	5	29742442	-
797	Homo sapiens	79576	NKAP	NF-kappa-B-activating protein	HTS (29742442)	5	29742442	-
798	Homo sapiens	222698	NKAPL	NKAP-like protein	HTS (29742442)	5	29742442	-
799	Homo sapiens	55922	NKRF	NF-kappa-B-repressing factor	HTS (29742442)	5	29742442	-
800	Homo sapiens	54475	NLE1	Notchless protein homolog 1	HTS (29742442)	5	29742442	-
801	Homo sapiens	4836	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	HTS (30108179)	5	30108179	-
802	Homo sapiens	64318	NOC3L	Nucleolar complex protein 3 homolog	HTS (29742442)	5	29742442	-
803	Homo sapiens	79050	NOC4L	Nucleolar complex protein 4 homolog	HTS (29742442)	5	29742442	-
804	Homo sapiens	79954	NOL10	Nucleolar protein 10	HTS (29742442)	5	29742442	-
805	Homo sapiens	25926	NOL11	Nucleolar protein 11	HTS (29742442)	5	29742442	-
806	Homo sapiens	79159	NOL12	Nucleolar protein 12	HTS (29742442)	5	29742442	-
807	Homo sapiens	51406	NOL7	Nucleolar protein 7	HTS (29742442)	5	29742442	-
808	Homo sapiens	9221	NOLC1	Nucleolar and coiled-body phosphoprotein 1	HTS (29742442)	5	29742442	-
809	Homo sapiens	55505	NOP10	H/ACA ribonucleoprotein complex subunit 3	HTS (29742442)	5	29742442	-
810	Homo sapiens	51491	NOP16	Nucleolar protein 16	HTS (29742442)	5	29742442	-
811	Homo sapiens	29997	NOP53	Glioma tumor suppressor candidate region gene 2 protein	HTS (29742442)	5	29742442	-
812	Homo sapiens	161424	NOP9	Nucleolar protein 9	HTS (30108179)	5	30108179	-
813	Homo sapiens	51070	NOSIP	Nitric oxide synthase-interacting protein	HTS (30108179)	5	30108179	-
814	Homo sapiens	4893	NRAS	GTPase NRas	HTS (29742442)	5	29742442	-
815	Homo sapiens	10412	NSA2	Ribosome biogenesis protein NSA2 homolog	HTS (29742442)	5	29742442	-
816	Homo sapiens	54888	NSUN2	tRNA (cytosine (34)-C (5))-methyltransferase	HTS (30108179)	5	30108179	-
817	Homo sapiens	55695	NSUN5	Probable 28S rRNA (cytosine-C (5))-methyltransferase	HTS (30108179)	5	30108179	-
818	Homo sapiens	64710	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	HTS (29742442)	5	29742442	-
819	Homo sapiens	10726	NUDC	Nuclear migration protein nudC	HTS (30108179)	5	30108179	-
820	Homo sapiens	57532	NUFIP2	Nuclear fragile X mental retardation-interacting protein 2	HTS (30108179)	5	30108179	-
821	Homo sapiens	4926	NUMA1	Nuclear mitotic apparatus protein 1	HTS (29742442)	5	29742442	-
822	Homo sapiens	55746	NUP133	Nuclear pore complex protein Nup133	HTS (30108179)	5	30108179	-
823	Homo sapiens	9631	NUP155	Nuclear pore complex protein Nup155	HTS (30108179)	5	30108179	-
824	Homo sapiens	23165	NUP205	Nuclear pore complex protein Nup205	HTS (30108179)	5	30108179	-
825	Homo sapiens	23225	NUP210	Nuclear pore membrane glycoprotein 210	HTS (30108179)	5	30108179	-
826	Homo sapiens	8021	NUP214	Nuclear pore complex protein Nup214	HTS (30108179)	5	30108179	-
827	Homo sapiens	53371	NUP54	Nucleoporin p54	HTS (30108179)	5	30108179	-
828	Homo sapiens	9818	NUP58	Nucleoporin p58/p45	HTS (30108179)	5	30108179	-
829	Homo sapiens	23636	NUP62	Nuclear pore glycoprotein p62	HTS (30108179)	5	30108179	-
830	Homo sapiens	9688	NUP93	Nuclear pore complex protein Nup93	HTS (30108179)	5	30108179	-
831	Homo sapiens	4928	NUP98	Nuclear pore complex protein Nup98-Nup96	HTS (30108179)	5	30108179	-
832	Homo sapiens	4931	NVL	Nuclear valosin-containing protein-like	HTS (29742442)	5	29742442	-
833	Homo sapiens	10482	NXF1	Nuclear RNA export factor 1	HTS (29742442)	5	29742442	-
834	Homo sapiens	4940	OAS3	2-5-oligoadenylate synthase 3	HTS (30108179)	5	30108179	-
835	Homo sapiens	51633	OTUD6B	OTU domain-containing protein 6B	HTS (30108179)	5	30108179	-
836	Homo sapiens	5034	P4HB	Protein disulfide-isomerase	HTS (30108179)	5	30108179	-
837	Homo sapiens	5050	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit gamma	HTS (29742442)	5	29742442	-
838	Homo sapiens	10606	PAICS	Multifunctional protein ADE2	HTS (30108179)	5	30108179	-
839	Homo sapiens	55003	PAK1IP1	p21-activated protein kinase-interacting protein 1	HTS (29742442)	5	29742442	-
840	Homo sapiens	10038	PARP2	Poly [ADP-ribose] polymerase 2	HTS (29742442)	5	29742442	-
841	Homo sapiens	54039	PCBP3	Poly (rC)-binding protein 3	HTS (29742442)	5	29742442	-
842	Homo sapiens	51585	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	HTS (30108179)	5	30108179	-
843	Homo sapiens	2923	PDIA3	Protein disulfide-isomerase A3	HTS (30108179)	5	30108179	-
844	Homo sapiens	10954	PDIA5	Protein disulfide-isomerase A5	HTS (30108179)	5	30108179	-
845	Homo sapiens	10130	PDIA6	Protein disulfide-isomerase A6	HTS (30108179)	5	30108179	-
846	Homo sapiens	23244	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	HTS (30108179)	5	30108179	-
847	Homo sapiens	23047	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	HTS (30108179)	5	30108179	-
848	Homo sapiens	23089	PEG10	Retrotransposon-derived protein PEG10	HTS (30108179)	5	30108179	-
849	Homo sapiens	23481	PES1	Pescadillo homolog	HTS (29742442)	5	29742442	-
850	Homo sapiens	5211	PFKL	ATP-dependent 6-phosphofructokinase, liver type	HTS (30108179)	5	30108179	-
851	Homo sapiens	5214	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	HTS (30108179)	5	30108179	-
852	Homo sapiens	5223	PGAM1	Phosphoglycerate mutase 1	HTS (29742442)	5	29742442	-
853	Homo sapiens	5224	PGAM2	Phosphoglycerate mutase 2	HTS (29742442)	5	29742442	-
854	Homo sapiens	5245	PHB	Prohibitin	HTS (30108179)	5	30108179	-
855	Homo sapiens	11331	PHB2	Prohibitin-2	HTS (30108179)	5	30108179	-
856	Homo sapiens	55023	PHIP	PH-interacting protein	HTS (29742442)	5	29742442	-
857	Homo sapiens	54984	PINX1	PIN2/TERF1-interacting telomerase inhibitor 1	HTS (29742442)	5	29742442	-
858	Homo sapiens	5305	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	HTS (30108179)	5	30108179	-
859	Homo sapiens	8394	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	HTS (30108179)	5	30108179	-
860	Homo sapiens	5336	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	HTS (30108179)	5	30108179	-
861	Homo sapiens	5337	PLD1	Phospholipase D1	HTS (30108179)	5	30108179	-
862	Homo sapiens	51177	PLEKHO1	Pleckstrin homology domain-containing family O member 1	HTS (30108179)	5	30108179	-
863	Homo sapiens	11284	PNKP	Bifunctional polynucleotide phosphatase/kinase	HTS (30108179)	5	30108179	-
864	Homo sapiens	5411	PNN	Pinin	HTS (30108179)	5	30108179	-
865	Homo sapiens	56902	PNO1	RNA-binding protein PNO1	HTS (30108179)	5	30108179	-
866	Homo sapiens	5423	POLB	DNA polymerase beta	HTS (30108179)	5	30108179	-
867	Homo sapiens	5424	POLD1	DNA polymerase delta catalytic subunit	HTS (30108179)	5	30108179	-
868	Homo sapiens	25885	POLR1A	DNA-directed RNA polymerase I subunit RPA1	HTS (30108179)	5	30108179	-
869	Homo sapiens	221830	POLR1F	DNA-directed RNA polymerase I subunit RPA43	HTS (30108179)	5	30108179	-
870	Homo sapiens	10849	POLR1G	DNA-directed RNA polymerase I subunit RPA34	HTS (30108179)	5	30108179	-
871	Homo sapiens	5430	POLR2A	DNA-directed RNA polymerase II subunit RPB1	HTS (30108179)	5	30108179	-
872	Homo sapiens	5431	POLR2B	DNA-directed RNA polymerase II subunit RPB2	HTS (30108179)	5	30108179	-
873	Homo sapiens	100101267	POM121C	Nuclear envelope pore membrane protein POM 121C	HTS (30108179)	5	30108179	-
874	Homo sapiens	5464	PPA1	Inorganic pyrophosphatase	HTS (30108179)	5	30108179	-
875	Homo sapiens	56342	PPAN	Suppressor of SWI4 1 homolog	HTS (29742442)	5	29742442	-
876	Homo sapiens	5479	PPIB	Peptidyl-prolyl cis-trans isomerase B	HTS (30108179)	5	30108179	-
877	Homo sapiens	9360	PPIG	Peptidyl-prolyl cis-trans isomerase G	HTS (29742442)	5	29742442	-
878	Homo sapiens	5500	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	HTS (29742442)	5	29742442	-
879	Homo sapiens	5501	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	HTS (30108179)	5	30108179	-
880	Homo sapiens	25824	PRDX5	Peroxiredoxin-5, mitochondrial	HTS (30108179)	5	30108179	-
881	Homo sapiens	9588	PRDX6	Peroxiredoxin-6	HTS (29742442)	5	29742442	-
882	Homo sapiens	8575	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	HTS (30108179)	5	30108179	-
883	Homo sapiens	26121	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	HTS (30108179)	5	30108179	-
884	Homo sapiens	8899	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	HTS (29742442)	5	29742442	-
885	Homo sapiens	24148	PRPF6	Pre-mRNA-processing factor 6	HTS (30108179)	5	30108179	-
886	Homo sapiens	5631	PRPS1	Ribose-phosphate pyrophosphokinase 1	HTS (29742442)	5	29742442	-
887	Homo sapiens	221823	PRPS1L1	Ribose-phosphate pyrophosphokinase 3	HTS (29742442)	5	29742442	-
888	Homo sapiens	5634	PRPS2	Ribose-phosphate pyrophosphokinase 2	HTS (29742442)	5	29742442	-
889	Homo sapiens	7916	PRRC2A	Protein PRRC2A	HTS (30108179)	5	30108179	-
890	Homo sapiens	23215	PRRC2C	Protein PRRC2C	HTS (30108179)	5	30108179	-
891	Homo sapiens	5700	PSMC1	26S protease regulatory subunit 4	HTS (30108179)	5	30108179	-
892	Homo sapiens	5702	PSMC3	26S protease regulatory subunit 6A	HTS (29742442)	5	29742442	-
893	Homo sapiens	5708	PSMD2	26S proteasome non-ATPase regulatory subunit 2	HTS (30108179)	5	30108179	-
894	Homo sapiens	5709	PSMD3	26S proteasome non-ATPase regulatory subunit 3	HTS (30108179)	5	30108179	-
895	Homo sapiens	9861	PSMD6	26S proteasome non-ATPase regulatory subunit 6	HTS (30108179)	5	30108179	-
896	Homo sapiens	5720	PSME1	Proteasome activator complex subunit 1	HTS (29742442)	5	29742442	-
897	Homo sapiens	55269	PSPC1	Paraspeckle component 1	HTS (30108179)	5	30108179	-
898	Homo sapiens	9991	PTBP3	Polypyrimidine tract-binding protein 3	HTS (30108179)	5	30108179	-
899	Homo sapiens	5770	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HTS (30108179)	5	30108179	-
900	Homo sapiens	5777	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	HTS (30108179)	5	30108179	-
901	Homo sapiens	5788	PTPRC	Receptor-type tyrosine-protein phosphatase C	HTS (29742442)	5	29742442	-
902	Homo sapiens	22827	PUF60	Poly (U)-binding-splicing factor PUF60	HTS (30108179)	5	30108179	-
903	Homo sapiens	9698	PUM1	Pumilio homolog 1	HTS (30108179)	5	30108179	-
904	Homo sapiens	9933	PUM3	Pumilio domain-containing protein KIAA0020	HTS (29742442)	5	29742442	-
905	Homo sapiens	5831	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	HTS (30108179)	5	30108179	-
906	Homo sapiens	84305	PYM1	Partner of Y14 and mago	HTS (30108179)	5	30108179	-
907	Homo sapiens	5859	QARS1	Glutamine--tRNA ligase	HTS (30108179)	5	30108179	-
908	Homo sapiens	10890	RAB10	Ras-related protein Rab-10	HTS (29742442)	5	29742442	-
909	Homo sapiens	8766	RAB11A	Ras-related protein Rab-11A	HTS (30108179)	5	30108179	-
910	Homo sapiens	5872	RAB13	Ras-related protein Rab-13	HTS (29742442)	5	29742442	-
911	Homo sapiens	376267	RAB15	Ras-related protein Rab-15	HTS (29742442)	5	29742442	-
912	Homo sapiens	5861	RAB1A	Ras-related protein Rab-1A	HTS (29742442)	5	29742442	-
913	Homo sapiens	81876	RAB1B	Ras-related protein Rab-1B	HTS (29742442)	5	29742442	-
914	Homo sapiens	441400	RAB1C	Putative Ras-related protein Rab-1C	HTS (29742442)	5	29742442	-
915	Homo sapiens	4218	RAB8A	Ras-related protein Rab-8A	HTS (29742442)	5	29742442	-
916	Homo sapiens	51762	RAB8B	Ras-related protein Rab-8B	HTS (29742442)	5	29742442	-
917	Homo sapiens	5879	RAC1	Ras-related C3 botulinum toxin substrate 1	HTS (29742442)	5	29742442	-
918	Homo sapiens	5881	RAC3	Ras-related C3 botulinum toxin substrate 3	HTS (29742442)	5	29742442	-
919	Homo sapiens	10111	RAD50	DNA repair protein RAD50	HTS (30108179)	5	30108179	-
920	Homo sapiens	8480	RAE1	mRNA export factor	HTS (30108179)	5	30108179	-
921	Homo sapiens	10743	RAI1	Retinoic acid-induced protein 1	HTS (29742442)	5	29742442	-
922	Homo sapiens	5901	RAN	GTP-binding nuclear protein Ran	HTS (30108179)	5	30108179	-
923	Homo sapiens	5903	RANBP2	E3 SUMO-protein ligase RanBP2	HTS (30108179)	5	30108179	-
924	Homo sapiens	5906	RAP1A	Ras-related protein Rap-1A	HTS (29742442)	5	29742442	-
925	Homo sapiens	5908	RAP1B	Ras-related protein Rap-1b	HTS (29742442)	5	29742442	-
926	Homo sapiens	64926	RASAL3	RAS protein activator like-3	HTS (30108179)	5	30108179	-
927	Homo sapiens	125950	RAVER1	Ribonucleoprotein PTB-binding 1	HTS (30108179)	5	30108179	-
928	Homo sapiens	5925	RB1	Retinoblastoma-associated protein	HTS (30108179)	5	30108179	-
929	Homo sapiens	5931	RBBP7	Histone-binding protein RBBP7	HTS (29742442)	5	29742442	-
930	Homo sapiens	8241	RBM10	RNA-binding protein 10	HTS (30108179)	5	30108179	-
931	Homo sapiens	389677	RBM12B	RNA-binding protein 12B	HTS (29742442)	5	29742442	-
932	Homo sapiens	55696	RBM22	Pre-mRNA-splicing factor RBM22	HTS (29742442)	5	29742442	-
933	Homo sapiens	64062	RBM26	RNA-binding protein 26	HTS (30108179)	5	30108179	-
934	Homo sapiens	54439	RBM27	RNA-binding protein 27	HTS (30108179)	5	30108179	-
935	Homo sapiens	55131	RBM28	RNA-binding protein 28	HTS (29742442)	5	29742442	-
936	Homo sapiens	5935	RBM3	Putative RNA-binding protein 3	HTS (30108179)	5	30108179	-
937	Homo sapiens	23029	RBM34	RNA-binding protein 34	HTS (29742442)	5	29742442	-
938	Homo sapiens	83759	RBM4B	RNA-binding protein 4B	HTS (29742442)	5	29742442	-
939	Homo sapiens	10181	RBM5	RNA-binding protein 5	HTS (30108179)	5	30108179	-
940	Homo sapiens	51634	RBMX2	RNA-binding motif protein, X-linked 2	HTS (29742442)	5	29742442	-
941	Homo sapiens	494115	RBMXL1	RNA binding motif protein, X-linked-like-1	HTS (29742442)	5	29742442	-
942	Homo sapiens	10171	RCL1	RNA 3-terminal phosphate cyclase-like protein	HTS (29742442)	5	29742442	-
943	Homo sapiens	5962	RDX	Radixin	HTS (29742442)	5	29742442	-
944	Homo sapiens	57109	REXO4	RNA exonuclease 4	HTS (29742442)	5	29742442	-
945	Homo sapiens	5981	RFC1	Replication factor C subunit 1	HTS (30108179)	5	30108179	-
946	Homo sapiens	5983	RFC3	Replication factor C subunit 3	HTS (30108179)	5	30108179	-
947	Homo sapiens	5984	RFC4	Replication factor C subunit 4	HTS (30108179)	5	30108179	-
948	Homo sapiens	5985	RFC5	Replication factor C subunit 5	HTS (30108179)	5	30108179	-
949	Homo sapiens	23180	RFTN1	Raftlin	HTS (30108179)	5	30108179	-
950	Homo sapiens	79697	RIOX1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	HTS (29742442)	5	29742442	-
951	Homo sapiens	57674	RNF213	E3 ubiquitin-protein ligase RNF213	HTS (30108179)	5	30108179	-
952	Homo sapiens	80135	RPF1	Ribosome production factor 1	HTS (29742442)	5	29742442	-
953	Homo sapiens	84154	RPF2	Ribosome production factor 2 homolog	HTS (29742442)	5	29742442	-
954	Homo sapiens	4736	RPL10A	60S ribosomal protein L10a	HTS (30108179)	5	30108179	-
955	Homo sapiens	6135	RPL11	60S ribosomal protein L11	HTS (30108179)	5	30108179	-
956	Homo sapiens	6136	RPL12	60S ribosomal protein L12	HTS (30108179)	5	30108179	-
957	Homo sapiens	6137	RPL13	60S ribosomal protein L13	HTS (30108179)	5	30108179	-
958	Homo sapiens	23521	RPL13A	60S ribosomal protein L13a	HTS (30108179)	5	30108179	-
959	Homo sapiens	6138	RPL15	60S ribosomal protein L15	HTS (30108179)	5	30108179	-
960	Homo sapiens	6139	RPL17	60S ribosomal protein L17	HTS (30108179)	5	30108179	-
961	Homo sapiens	9349	RPL23	60S ribosomal protein L23	HTS (30108179)	5	30108179	-
962	Homo sapiens	6147	RPL23A	60S ribosomal protein L23a	HTS (30108179)	5	30108179	-
963	Homo sapiens	6152	RPL24	60S ribosomal protein L24	HTS (30108179)	5	30108179	-
964	Homo sapiens	6154	RPL26	60S ribosomal protein L26	HTS (30108179)	5	30108179	-
965	Homo sapiens	6155	RPL27	60S ribosomal protein L27	HTS (30108179)	5	30108179	-
966	Homo sapiens	6122	RPL3	60S ribosomal protein L3	HTS (30108179)	5	30108179	-
967	Homo sapiens	6156	RPL30	60S ribosomal protein L30	HTS (30108179)	5	30108179	-
968	Homo sapiens	6169	RPL38	60S ribosomal protein L38	HTS (30108179)	5	30108179	-
969	Homo sapiens	6124	RPL4	60S ribosomal protein L4	HTS (30108179)	5	30108179	-
970	Homo sapiens	6125	RPL5	60S ribosomal protein L5	HTS (30108179)	5	30108179	-
971	Homo sapiens	6128	RPL6	60S ribosomal protein L6	HTS (30108179)	5	30108179	-
972	Homo sapiens	6129	RPL7	60S ribosomal protein L7	HTS (30108179)	5	30108179	-
973	Homo sapiens	6130	RPL7A	60S ribosomal protein L7a	HTS (30108179)	5	30108179	-
974	Homo sapiens	6133	RPL9	60S ribosomal protein L9	HTS (30108179)	5	30108179	-
975	Homo sapiens	6175	RPLP0	60S acidic ribosomal protein P0	HTS (30108179)	5	30108179	-
976	Homo sapiens	6181	RPLP2	60S acidic ribosomal protein P2	HTS (30108179)	5	30108179	-
977	Homo sapiens	6184	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	HTS (30108179)	5	30108179	-
978	Homo sapiens	6185	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	HTS (30108179)	5	30108179	-
979	Homo sapiens	23248	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	HTS (30108179)	5	30108179	-
980	Homo sapiens	6204	RPS10	40S ribosomal protein S10	HTS (30108179)	5	30108179	-
981	Homo sapiens	6205	RPS11	40S ribosomal protein S11	HTS (30108179)	5	30108179	-
982	Homo sapiens	6206	RPS12	40S ribosomal protein S12	HTS (30108179)	5	30108179	-
983	Homo sapiens	6207	RPS13	40S ribosomal protein S13	HTS (30108179)	5	30108179	-
984	Homo sapiens	6208	RPS14	40S ribosomal protein S14	HTS (30108179)	5	30108179	-
985	Homo sapiens	6209	RPS15	40S ribosomal protein S15	HTS (30108179)	5	30108179	-
986	Homo sapiens	6210	RPS15A	40S ribosomal protein S15a	HTS (30108179)	5	30108179	-
987	Homo sapiens	6217	RPS16	40S ribosomal protein S16	HTS (30108179)	5	30108179	-
988	Homo sapiens	6218	RPS17	40S ribosomal protein S17	HTS (30108179)	5	30108179	-
989	Homo sapiens	6222	RPS18	40S ribosomal protein S18	HTS (30108179)	5	30108179	-
990	Homo sapiens	6223	RPS19	40S ribosomal protein S19	HTS (30108179)	5	30108179	-
991	Homo sapiens	6187	RPS2	40S ribosomal protein S2	HTS (30108179)	5	30108179	-
992	Homo sapiens	6229	RPS24	40S ribosomal protein S24	HTS (30108179)	5	30108179	-
993	Homo sapiens	6230	RPS25	40S ribosomal protein S25	HTS (30108179)	5	30108179	-
994	Homo sapiens	6233	RPS27A	Ubiquitin-40S ribosomal protein S27a	HTS (30108179)	5	30108179	-
995	Homo sapiens	6188	RPS3	40S ribosomal protein S3	HTS (30108179)	5	30108179	-
996	Homo sapiens	6189	RPS3A	40S ribosomal protein S3a	HTS (30108179)	5	30108179	-
997	Homo sapiens	6191	RPS4X	40S ribosomal protein S4	HTS (30108179)	5	30108179	-
998	Homo sapiens	6193	RPS5	40S ribosomal protein S5	HTS (30108179)	5	30108179	-
999	Homo sapiens	6194	RPS6	40S ribosomal protein S6	HTS (30108179)	5	30108179	-
1000	Homo sapiens	6201	RPS7	40S ribosomal protein S7	HTS (30108179)	5	30108179	-
1001	Homo sapiens	6202	RPS8	40S ribosomal protein S8	HTS (30108179)	5	30108179	-
1002	Homo sapiens	6203	RPS9	40S ribosomal protein S9	HTS (30108179)	5	30108179	-
1003	Homo sapiens	3921	RPSA	40S ribosomal protein SA	HTS (30108179)	5	30108179	-
1004	Homo sapiens	6238	RRBP1	Ribosome-binding protein 1	HTS (30108179)	5	30108179	-
1005	Homo sapiens	8568	RRP1	Ribosomal RNA processing protein 1 homolog A	HTS (29742442)	5	29742442	-
1006	Homo sapiens	23223	RRP12	RRP12-like protein	HTS (29742442)	5	29742442	-
1007	Homo sapiens	51018	RRP15	RRP15-like protein	HTS (29742442)	5	29742442	-
1008	Homo sapiens	23076	RRP1B	Ribosomal RNA processing protein 1 homolog B	HTS (29742442)	5	29742442	-
1009	Homo sapiens	27341	RRP7A	Ribosomal RNA-processing protein 7 homolog A	HTS (29742442)	5	29742442	-
1010	Homo sapiens	23378	RRP8	Ribosomal RNA-processing protein 8	HTS (29742442)	5	29742442	-
1011	Homo sapiens	9136	RRP9	U3 small nucleolar RNA-interacting protein 2	HTS (29742442)	5	29742442	-
1012	Homo sapiens	23212	RRS1	Ribosome biogenesis regulatory protein homolog	HTS (29742442)	5	29742442	-
1013	Homo sapiens	54665	RSBN1	Round spermatid basic protein 1	HTS (29742442)	5	29742442	-
1014	Homo sapiens	26156	RSL1D1	Ribosomal L1 domain-containing protein 1	HTS (29742442)	5	29742442	-
1015	Homo sapiens	51187	RSL24D1	Probable ribosome biogenesis protein RLP24	HTS (29742442)	5	29742442	-
1016	Homo sapiens	8607	RUVBL1	RuvB-like 1	HTS (30108179)	5	30108179	-
